,frequencia,Valor,media_freq,amplitude_media,amplitude_maxima,amplitude_minima
0,48000,[0 0 0 ... 0 0 0],48000.0,0.029982719257306476,1330,-1259
1,48000,[0 0 0 ... 0 0 0],48000.0,0.026067682317682316,889,-699
2,48000,[0 0 0 ... 0 0 0],48000.0,-0.0046943742665040205,1973,-2101
3,48000,[-1  0 -1 ...  0  0  0],48000.0,-0.04079653259782378,2221,-1914
4,48000,[ 0  0  0 ... -1 -1 -1],48000.0,0.08584417393817115,870,-645
5,48000,[4 5 4 ... 0 1 0],48000.0,-0.04430075765762521,511,-532
6,48000,[0 0 0 ... 1 1 0],48000.0,0.020783564261825132,3376,-2671
